0,1,2,3,4,5,6,7
1.0,38.0,210.0,972.7491900000002,6000000.0,22.0,22.0,14.0
1.0,38.0,210.0,972.7491900000002,6000000.0,22.0,22.0,28.0
1.0,10.0,210.0,966.0185233333334,6000000.0,22.0,22.0,1.0
1.0,10.0,210.0,972.7491900000002,6000000.0,22.0,22.0,14.0
1.0,10.0,210.0,972.7491900000002,6000000.0,22.0,22.0,28.0
1.0,74.0,159.0,966.0185233333335,6000000.0,22.0,22.0,1.0
1.0,74.0,159.0,972.7491900000001,6000000.0,22.0,22.0,14.0
1.0,74.0,159.0,972.7491900000002,6000000.0,22.0,22.0,28.0
1.0,45.0,150.0,966.0185233333334,6000000.0,22.0,22.0,1.0
1.0,45.0,150.0,972.7491900000001,6000000.0,22.0,22.0,14.0
1.0,45.0,150.0,972.7491900000001,6000000.0,22.0,22.0,28.0
1.0,45.0,300.0,966.0185233333335,6000000.0,22.0,22.0,1.0
1.0,45.0,300.0,972.7491900000001,6000000.0,22.0,22.0,14.0
1.0,45.0,300.0,972.7491900000002,6000000.0,22.0,22.0,28.0
2.0,30.0,200.0,287.01,1000000.0,22.0,22.0,1.0
2.0,30.0,200.0,308.09,1000000.0,22.0,22.0,4.0
2.0,30.0,200.0,328.74,1000000.0,22.0,22.0,10.0
2.0,30.0,200.0,286.84,1000000.0,22.0,22.0,1.0
2.0,30.0,200.0,298.04,1000000.0,22.0,22.0,4.0
2.0,30.0,200.0,296.7,1000000.0,22.0,22.0,10.0
2.0,20.0,410.0,1034.3415233333333,6000000.0,22.0,4.0,0.0
2.0,20.0,410.0,1034.3415233333333,6000000.0,22.0,4.0,0.125
2.0,20.0,410.0,1034.3415233333333,6000000.0,22.0,4.0,4.0
2.0,20.0,410.0,1034.3415233333333,6000000.0,22.0,4.0,7.0
0.5,40.0,300.0,552.73,15000000.0,22.0,22.0,1.0
0.5,40.0,300.0,443.96,15000000.0,22.0,22.0,7.0
4.0,102.87295866666666,250.0,624.48,1000000.0,22.0,22.0,1.0
4.0,87.18870533333333,250.0,68.27,1000000.0,22.0,22.0,7.0
4.0,102.87295866666668,250.0,611.93,1000000.0,22.0,22.0,1.0
4.0,87.18870533333333,250.0,595.83,1000000.0,22.0,22.0,7.0
2.5,125.83166666666666,400.0,460.07833333333326,100000.0,37.0,5.0,1.0
2.5,123.993,400.0,470.6463,100000.0,37.0,5.0,4.0
2.5,123.99299999999998,400.0,472.0559999999999,100000.0,37.0,5.0,7.0
3.5,200.0,260.0,518.8462333333333,20000000.0,21.0,22.0,28.0
0.0,200.0,260.0,518.8462333333333,20000000.0,37.0,22.0,28.0
0.0,140.0,260.0,518.8462333333333,20000000.0,21.0,22.0,28.0
0.0,60.0,260.0,552.7299999999999,20000000.0,28.0,22.0,28.0
3.0,94.21600000000002,250.0,440.0815666666668,500000.0,22.0,22.0,1.0
3.0,94.21600000000002,250.0,440.6622333333334,500000.0,22.0,22.0,2.0
3.0,94.216,250.0,441.0789000000001,500000.0,22.0,22.0,7.0
3.0,94.21600000000002,250.0,440.0815666666668,500000.0,22.0,22.0,1.0
3.0,94.21600000000002,250.0,440.6622333333334,500000.0,22.0,22.0,2.0
3.0,94.216,250.0,441.0789000000001,500000.0,22.0,22.0,7.0
3.0,94.21600000000002,250.0,440.0815666666668,500000.0,22.0,22.0,1.0
3.0,94.21600000000002,250.0,440.6622333333334,500000.0,22.0,22.0,2.0
3.0,94.216,250.0,441.0789000000001,500000.0,22.0,22.0,7.0
3.0,94.21600000000002,250.0,440.0815666666668,500000.0,22.0,22.0,1.0
3.0,94.21600000000002,250.0,440.6622333333334,500000.0,22.0,22.0,2.0
3.0,94.216,250.0,441.0789000000001,500000.0,22.0,22.0,7.0
3.0,94.21600000000002,250.0,440.0815666666668,500000.0,22.0,22.0,1.0
3.0,94.21600000000002,250.0,440.6622333333334,500000.0,22.0,22.0,2.0
3.0,94.216,250.0,441.0789000000001,500000.0,22.0,22.0,7.0
10.0,201.76666666666668,260.0,316.0533,10000000.0,22.0,22.0,14.0
10.0,201.76666666666668,260.0,316.0533,10000000.0,22.0,22.0,14.0
10.0,201.76666666666668,260.0,316.0533,10000000.0,22.0,22.0,14.0
3.0,102.7,1200.0,680.6158666666668,30000000.0,22.0,22.0,3.0
3.0,102.7,1200.0,680.6158666666665,30000000.0,22.0,22.0,9.0
3.0,102.7,1200.0,680.6158666666668,30000000.0,22.0,22.0,3.0
3.0,102.7,1200.0,680.6158666666665,30000000.0,22.0,22.0,9.0
0.0,102.7,1200.0,680.6158666666665,30000000.0,22.0,22.0,3.0
0.0,102.7,1200.0,680.6158666666665,30000000.0,22.0,22.0,9.0
0.0,102.7,1200.0,680.6158666666665,30000000.0,22.0,22.0,3.0
0.0,102.7,1200.0,680.6158666666665,30000000.0,22.0,22.0,9.0
3.0,90.0,410.0,774.06,700000.0,22.0,22.0,21.0
3.0,90.0,410.0,666.599,700000.0,22.0,22.0,7.0
3.0,90.0,410.0,527.2655666666666,700000.0,22.0,22.0,1.0
3.0,90.0,410.0,527.2655666666666,700000.0,22.0,22.0,1.0
3.0,90.0,410.0,708.89,700000.0,22.0,22.0,7.0
3.0,90.0,410.0,910.8,700000.0,22.0,22.0,21.0
3.0,90.0,410.0,342.708,700000.0,22.0,22.0,1.0
3.0,90.0,410.0,333.28,700000.0,22.0,22.0,7.0
3.0,90.0,410.0,527.2655666666667,700000.0,22.0,22.0,21.0
3.0,90.0,410.0,362.06,700000.0,22.0,22.0,1.0
3.0,90.0,410.0,348.62,700000.0,22.0,22.0,7.0
3.0,90.0,410.0,527.2655666666667,700000.0,22.0,22.0,21.0
3.0,90.0,410.0,527.2655666666666,700000.0,22.0,22.0,1.0
3.0,90.0,410.0,527.2655666666667,700000.0,22.0,22.0,7.0
3.0,90.0,410.0,871.1,700000.0,22.0,22.0,21.0
3.0,90.0,410.0,336.12,700000.0,22.0,22.0,1.0
3.0,90.0,410.0,366.04,700000.0,22.0,22.0,7.0
3.0,90.0,410.0,903.52,700000.0,22.0,22.0,21.0
0.0,275.8,200.0,223.36,2000000.0,22.0,15.0,0.0
0.0,275.8,200.0,561.02494,2000000.0,22.0,15.0,1.0
0.0,275.8,200.0,486.18,2000000.0,22.0,15.0,3.0
0.0,275.8,200.0,562.4396399999999,2000000.0,22.0,15.0,5.0
0.0,275.8,200.0,562.4396399999999,2000000.0,22.0,15.0,7.0
0.0,275.8,200.0,238.61,2000000.0,22.0,15.0,0.0
0.0,275.8,200.0,561.02494,2000000.0,22.0,15.0,1.0
0.0,275.8,200.0,519.54,2000000.0,22.0,15.0,3.0
0.0,275.8,200.0,562.4396399999999,2000000.0,22.0,15.0,5.0
0.0,275.8,200.0,562.4396399999999,2000000.0,22.0,15.0,7.0
5.0,66.06666666666666,800.0,1001.65,10000000.0,22.0,22.0,7.0
5.0,66.06666666666666,800.0,1001.65,10000000.0,22.0,22.0,7.0
0.0,49.91333333333331,500.0,844.0796066666667,1500000.0,22.0,22.0,1.0
0.0,49.91333333333331,500.0,844.0796066666667,1500000.0,22.0,22.0,1.0
0.0,49.91333333333331,500.0,844.0796066666667,1500000.0,22.0,22.0,1.0
0.0,49.91333333333331,500.0,842.3319399999998,1500000.0,22.0,22.0,4.0
0.0,49.91333333333331,500.0,842.3319399999998,1500000.0,22.0,22.0,4.0
0.0,49.91333333333331,500.0,842.3319399999998,1500000.0,22.0,22.0,4.0
0.0,93.57999999999998,500.0,498.2,1500000.0,22.0,22.0,8.0
0.0,93.57999999999998,500.0,466.5,1500000.0,22.0,22.0,8.0
0.0,93.57999999999998,500.0,466.6,1500000.0,22.0,22.0,8.0
0.0,225.0,250.0,319.21,3500000.0,28.0,18.0,1.0
0.0,225.0,250.0,334.34,3500000.0,28.0,18.0,7.0
0.0,225.0,250.0,527.77,3500000.0,28.0,18.0,14.0
0.0,225.0,250.0,517.29,3500000.0,28.0,18.0,30.0
2.0,55.16,200.0,440.6622333333334,500000.0,5.0,25.0,0.041666667
2.0,110.32,200.0,440.6622333333334,500000.0,5.0,25.0,0.041666667
2.0,165.47,200.0,440.6622333333334,500000.0,5.0,25.0,0.041666667
2.0,55.16,200.0,430.06293333333343,500000.0,5.0,25.0,2.0
2.0,110.32,200.0,440.08156666666673,500000.0,5.0,25.0,2.0
2.0,165.47,200.0,440.08156666666673,500000.0,5.0,25.0,2.0
0.0,150.0,260.0,625.71,5000000.0,20.0,3.5,0.0
0.0,150.0,260.0,630.01,5000000.0,20.0,3.5,3.0
0.0,150.0,260.0,713.0,5000000.0,20.0,3.5,7.0
0.0,150.0,260.0,620.95,5000000.0,20.0,3.5,0.0
0.0,150.0,260.0,682.35,5000000.0,20.0,3.5,3.0
0.0,150.0,260.0,592.02,5000000.0,20.0,3.5,7.0
0.0,150.0,260.0,462.65,5000000.0,20.0,3.5,0.0
0.0,150.0,260.0,460.74,5000000.0,20.0,3.5,3.0
0.0,150.0,260.0,542.53,5000000.0,20.0,3.5,7.0
0.0,154.47733333333332,210.0,636.51,4000000.0,21.0,21.0,1.0
0.0,154.47733333333332,210.0,608.85,4000000.0,21.0,21.0,1.0
0.0,156.31066666666666,210.0,648.04,4000000.0,21.0,21.0,1.0
0.0,136.97733333333332,210.0,687.4466666666667,4000000.0,21.0,21.0,7.0
0.0,136.97733333333332,210.0,687.4466666666667,4000000.0,21.0,21.0,7.0
0.0,136.97733333333332,210.0,687.4466666666667,4000000.0,21.0,21.0,7.0
0.0,136.97733333333332,210.0,687.4466666666667,4000000.0,21.0,21.0,1.0
0.0,136.97733333333332,210.0,687.4466666666667,4000000.0,21.0,21.0,1.0
0.0,136.97733333333332,210.0,687.4466666666667,4000000.0,21.0,21.0,1.0
0.0,220.0,337.0,294.71,20000000.0,18.0,22.0,1.0
0.0,220.0,337.0,419.0,20000000.0,18.0,22.0,7.0
0.0,220.0,337.0,281.83,20000000.0,18.0,22.0,1.0
0.0,220.0,337.0,409.0,20000000.0,18.0,22.0,7.0
0.0,53.351666666666674,838.0,1553.07,2000000.0,22.5,22.5,1.0
0.0,53.35166666666668,838.0,1687.146,2000000.0,22.5,22.5,3.0
0.0,53.35166666666666,838.0,1675.869,2000000.0,22.5,22.5,7.0
0.0,65.29799999999999,838.0,1300.498,2000000.0,22.5,22.5,1.0
0.0,65.29799999999999,838.0,1233.966,2000000.0,22.5,22.5,3.0
0.0,53.35166666666667,838.0,1417.279,2000000.0,22.5,22.5,7.0
0.0,67.038,838.0,1014.45,2000000.0,22.5,22.5,1.0
0.0,67.038,838.0,1101.27,2000000.0,22.5,22.5,3.0
0.0,65.29799999999999,838.0,1311.52,2000000.0,22.5,22.5,7.0
0.0,65.29799999999999,838.0,1373.11,2000000.0,22.5,22.5,1.0
0.0,65.29799999999999,838.0,1302.86,2000000.0,22.5,22.5,3.0
0.0,53.351666666666674,838.0,1496.41,2000000.0,22.5,22.5,7.0
0.0,115.43333333333334,337.0,292.39,5000000.0,10.0,10.0,1.0
0.0,115.43333333333334,337.0,357.32,5000000.0,10.0,10.0,7.0
0.0,115.43333333333334,337.0,291.28,5000000.0,10.0,10.0,1.0
0.0,115.43333333333334,337.0,297.81,5000000.0,10.0,10.0,7.0
0.0,115.43333333333334,933.48,964.53,5000000.0,22.0,22.0,0.020833333
0.0,115.43333333333334,933.48,896.94,5000000.0,22.0,22.0,0.041666667
0.0,115.43333333333334,933.48,1062.05,5000000.0,22.0,22.0,0.083333333
0.0,115.43333333333334,933.48,1116.13,5000000.0,22.0,22.0,1.0
0.0,115.43333333333334,933.48,1283.87,5000000.0,22.0,22.0,2.0
0.0,115.43333333333334,933.48,1670.97,5000000.0,22.0,22.0,3.0
0.0,115.43333333333334,933.48,2400.0,5000000.0,22.0,22.0,4.0
0.0,115.43333333333334,933.48,2922.58,5000000.0,22.0,22.0,6.0
0.0,98.27657866666668,210.0,152.96,1000000.0,37.0,22.0,0.0
0.0,98.27657866666668,210.0,152.96,1000000.0,37.0,22.0,0.0
0.0,98.27657866666668,210.0,152.96,1000000.0,37.0,22.0,0.0
0.0,98.27657866666668,210.0,152.96,1000000.0,37.0,22.0,0.0
0.0,98.27657866666668,210.0,152.96,1000000.0,37.0,22.0,0.0
0.0,98.27657866666668,210.0,152.96,1000000.0,37.0,22.0,0.0
0.0,115.43333333333334,300.0,488.8640000000001,5000000.0,20.5,22.0,1.0
0.0,115.43333333333334,300.0,488.8640000000001,5000000.0,20.5,22.0,7.0
0.0,115.43333333333334,300.0,488.8640000000001,5000000.0,20.5,22.0,14.0
0.0,115.43333333333334,300.0,488.8640000000001,5000000.0,20.5,22.0,21.0
0.0,115.43333333333334,300.0,297.22,5000000.0,20.5,22.0,1.0
0.0,115.43333333333334,300.0,297.22,5000000.0,20.5,22.0,7.0
0.0,115.43333333333334,300.0,297.22,5000000.0,20.5,22.0,14.0
0.0,115.43333333333334,300.0,297.22,5000000.0,20.5,22.0,21.0
3.0,27.6,410.0,692.5962733333333,2000000.0,37.0,22.0,0.0
3.0,27.6,410.0,1401.869,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,1561.572,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,1233.18,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,1251.31,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,1015.78,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,1074.07,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,692.5962733333332,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,692.5962733333332,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,692.5962733333332,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,692.5962733333332,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,1233.18,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,1251.31,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,1233.18,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,1251.31,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,1015.78,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,1074.07,2000000.0,37.0,22.0,7.0
3.0,27.6,410.0,1015.78,2000000.0,37.0,22.0,1.0
3.0,27.6,410.0,1074.07,2000000.0,37.0,22.0,7.0
2.0,132.15333333333334,260.0,234.14,2000000.0,37.0,8.0,0.0
2.0,132.15333333333334,260.0,181.71,2000000.0,37.0,8.0,7.0
2.0,132.1533333333333,260.0,132.84,2000000.0,37.0,8.0,14.0
8.0,280.0,340.0,568.017,10000000.0,10.0,10.0,0.0
8.0,280.0,340.0,342.25686666666667,10000000.0,10.0,10.0,1.0
8.0,280.0,340.0,342.25686666666667,10000000.0,10.0,10.0,3.0
8.0,280.0,340.0,342.25686666666667,10000000.0,10.0,10.0,7.0
8.0,280.0,340.0,543.08,10000000.0,10.0,10.0,14.0
8.0,250.0,340.0,488.83,10000000.0,10.0,10.0,0.0
8.0,250.0,340.0,342.2568666666667,10000000.0,10.0,10.0,1.0
8.0,250.0,340.0,342.25686666666667,10000000.0,10.0,10.0,3.0
8.0,250.0,340.0,342.25686666666667,10000000.0,10.0,10.0,7.0
8.0,250.0,340.0,574.24,10000000.0,10.0,10.0,14.0
8.0,230.0,340.0,643.59,10000000.0,10.0,10.0,0.0
8.0,230.0,340.0,342.2568666666666,10000000.0,10.0,10.0,1.0
8.0,230.0,340.0,342.25686666666667,10000000.0,10.0,10.0,3.0
8.0,230.0,340.0,342.25686666666667,10000000.0,10.0,10.0,7.0
8.0,230.0,340.0,651.22,10000000.0,10.0,10.0,14.0
8.0,180.0,340.0,793.49,10000000.0,10.0,10.0,0.0
8.0,180.0,340.0,372.9617333333334,10000000.0,10.0,10.0,1.0
8.0,180.0,340.0,377.1652,10000000.0,10.0,10.0,3.0
8.0,180.0,340.0,377.1652,10000000.0,10.0,10.0,7.0
8.0,180.0,340.0,716.9,10000000.0,10.0,10.0,14.0
0.0,67.5,337.0,462.0,10000000.0,44.0,37.0,0.0
0.0,67.5,337.0,462.0,10000000.0,44.0,37.0,0.0
0.0,67.5,337.0,462.0,10000000.0,44.0,37.0,0.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,1.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,4.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,7.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,1.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,4.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,7.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,1.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,4.0
0.0,45.0,500.0,1000.0,6000000.0,22.0,37.0,7.0
0.0,45.0,500.0,1174.605,6000000.0,22.0,37.0,1.0
0.0,45.0,500.0,1185.569,6000000.0,22.0,37.0,5.0
0.0,45.0,500.0,1974.411,6000000.0,22.0,37.0,10.0
0.0,45.0,500.0,1347.79,6000000.0,22.0,37.0,1.0
0.0,45.0,500.0,1430.347,6000000.0,22.0,37.0,5.0
0.0,45.0,500.0,1215.505,6000000.0,22.0,37.0,10.0
0.0,45.0,500.0,1319.245,6000000.0,22.0,37.0,1.0
0.0,45.0,500.0,1385.0987,6000000.0,22.0,37.0,5.0
0.0,45.0,500.0,1210.715,6000000.0,22.0,37.0,10.0
2.0,5.0,1327.0,1240.192,10000000.0,22.0,22.0,0.0
2.0,5.0,1327.0,1059.551,10000000.0,22.0,22.0,1.0
2.0,5.0,1327.0,1274.433,10000000.0,22.0,22.0,4.0
2.0,5.0,1327.0,1315.53,10000000.0,22.0,22.0,7.0
4.0,34.47,1190.0,1190.0,2000000.0,22.0,22.0,0.5
4.0,68.95,1190.0,1190.0,2000000.0,22.0,22.0,0.5
4.0,137.9,1190.0,1190.0,2000000.0,22.0,22.0,0.5
2.0,34.47,1190.0,1190.0,2000000.0,22.0,22.0,0.5
4.0,34.47,1190.0,1190.0,2000000.0,22.0,22.0,0.5
6.0,34.47,1190.0,1190.0,2000000.0,22.0,22.0,0.5
4.0,34.47,1190.0,1190.0,4000000.0,22.0,22.0,0.5
4.0,68.95,1190.0,1190.0,4000000.0,22.0,22.0,0.5
4.0,137.9,1190.0,1190.0,4000000.0,22.0,22.0,0.5
4.0,34.47,1190.0,1190.0,8000000.0,22.0,22.0,0.5
4.0,68.95,1190.0,1190.0,8000000.0,22.0,22.0,0.5
4.0,137.9,1190.0,1190.0,8000000.0,22.0,22.0,0.5
4.0,34.47,1190.0,1103.19,2000000.0,22.0,22.0,0.5
4.0,68.95,1190.0,1103.19,2000000.0,22.0,22.0,0.5
4.0,137.9,1190.0,1103.19,2000000.0,22.0,22.0,0.5
4.0,34.47,1190.0,1103.19,2000000.0,22.0,22.0,1.0
4.0,68.95,1190.0,1103.19,2000000.0,22.0,22.0,1.0
4.0,137.9,1190.0,1103.19,2000000.0,22.0,22.0,1.0
4.0,34.47,1190.0,1103.19,2000000.0,22.0,22.0,3.0
4.0,68.95,1190.0,1103.19,2000000.0,22.0,22.0,3.0
4.0,137.9,1190.0,1103.19,2000000.0,22.0,22.0,3.0
4.0,34.7,1190.0,1227.6,2000000.0,22.0,22.0,0.5
4.0,34.7,1190.0,988.3332666666666,2000000.0,22.0,22.0,1.0
4.0,34.7,1190.0,1136.08,2000000.0,22.0,22.0,3.0
4.0,68.95,1190.0,1227.6,2000000.0,22.0,22.0,0.5
4.0,68.95,1190.0,988.3332666666666,2000000.0,22.0,22.0,1.0
4.0,68.95,1190.0,1136.08,2000000.0,22.0,22.0,3.0
4.0,137.9,1190.0,1227.6,2000000.0,22.0,22.0,0.5
4.0,137.9,1190.0,1043.3626,2000000.0,22.0,22.0,1.0
4.0,137.9,1190.0,1136.08,2000000.0,22.0,22.0,3.0
4.0,67.038,1270.0,1043.3626,2000000.0,22.0,22.0,1.0
4.0,67.03799999999998,1270.0,1046.1664,2000000.0,22.0,22.0,4.0
4.0,67.03799999999998,1270.0,1065.3609333333332,2000000.0,22.0,22.0,7.0
4.0,21.0,540.0,819.92,10000000.0,22.0,22.0,1.0
4.0,21.0,540.0,700.35,10000000.0,22.0,22.0,4.0
4.0,21.0,540.0,677.57,10000000.0,22.0,22.0,7.0
3.0,32.36666666666667,603.0,1105.56,6000000.0,22.0,22.0,1.0
3.0,32.36666666666667,603.0,934.1,6000000.0,22.0,22.0,1.0
3.0,32.36666666666667,603.0,838.11,6000000.0,22.0,22.0,1.0
3.0,32.36666666666667,603.0,1159.63,6000000.0,22.0,22.0,3.0
3.0,32.36666666666667,603.0,873.47,6000000.0,22.0,22.0,3.0
3.0,32.36666666666667,603.0,896.4,6000000.0,22.0,22.0,3.0
3.0,32.36666666666667,603.0,1160.49,6000000.0,22.0,22.0,7.0
3.0,32.36666666666667,603.0,968.59,6000000.0,22.0,22.0,7.0
3.0,32.36666666666667,603.0,950.61,6000000.0,22.0,22.0,7.0
4.0,147.4,260.0,173.84,10000000.0,22.0,22.0,0.0
4.0,196.35,260.0,301.1126333333333,10000000.0,22.0,22.0,7.0
4.0,196.35,260.0,304.1093,10000000.0,22.0,22.0,14.0
4.0,147.4,260.0,184.215,10000000.0,22.0,22.0,0.0
4.0,196.35,260.0,301.1126333333333,10000000.0,22.0,22.0,7.0
4.0,196.35,260.0,304.1093,10000000.0,22.0,22.0,14.0
4.0,149.56666666666666,260.0,226.11,10000000.0,22.0,22.0,0.0
4.0,196.35,260.0,301.1126333333333,10000000.0,22.0,22.0,7.0
4.0,196.35,260.0,304.1093,10000000.0,22.0,22.0,14.0
2.0,103.77093266666667,1600.0,930.16,1000000.0,22.0,22.0,1.0
2.0,88.64819866666669,1600.0,930.16,1000000.0,22.0,22.0,4.0
2.0,88.64819866666669,1600.0,930.16,1000000.0,22.0,22.0,7.0
2.0,103.77093266666667,1600.0,930.16,1000000.0,22.0,22.0,1.0
2.0,88.64819866666669,1600.0,930.16,1000000.0,22.0,22.0,4.0
